交易日期	合约	成交序号	成交时间	买/卖	投机/套保	成交价	手数	成交额	开/平	手续费	平仓盈亏	实际成交日期
2017-04-11	RU1709	00614662	22:14:03	 卖	投机	15,510.000	2	310,200.00	开	16.75	--	2017-04-11
2017-04-11	RU1709	00614706	22:14:04	 卖	投机	15,510.000	2	310,200.00	开	16.75	--	2017-04-11
2017-04-11	RB1710	00617471	22:14:51	 卖	投机	3,017.000	12	362,040.00	开	43.44	--	2017-04-11
2017-04-11	MA709	00474380	22:15:23	买	投机	2,530.000	1	25,300.00	开	2.40	--	2017-04-11
2017-04-11	MA709	00474382	22:15:23	买	投机	2,530.000	3	75,900.00	开	7.20	--	2017-04-11
2017-04-11	MA709	00474384	22:15:24	买	投机	2,530.000	1	25,300.00	开	2.40	--	2017-04-11
2017-04-11	MA709	00474399	22:15:24	买	投机	2,530.000	1	25,300.00	开	2.40	--	2017-04-11
2017-04-11	MA709	00474401	22:15:24	买	投机	2,530.000	1	25,300.00	开	2.40	--	2017-04-11
2017-04-11	MA709	00474405	22:15:25	买	投机	2,530.000	3	75,900.00	开	7.20	--	2017-04-11
2017-04-11	MA709	00474431	22:15:25	买	投机	2,530.000	1	25,300.00	开	2.40	--	2017-04-11
2017-04-11	MA709	00474433	22:15:25	买	投机	2,530.000	3	75,900.00	开	7.20	--	2017-04-11
2017-04-11	MA709	00474453	22:15:25	买	投机	2,530.000	1	25,300.00	开	2.40	--	2017-04-11
2017-04-11	MA709	00474458	22:15:25	买	投机	2,530.000	1	25,300.00	开	2.40	--	2017-04-11
2017-04-11	MA709	00474492	22:15:26	买	投机	2,530.000	8	202,400.00	开	19.20	--	2017-04-11
2017-04-11	AG1706	00647754	22:21:56	 卖	投机	4,144.000	4	248,640.00	开	14.92	--	2017-04-11
2017-04-11	AG1706	00647755	22:21:56	 卖	投机	4,144.000	5	310,800.00	开	18.65	--	2017-04-11
2017-04-11	AG1706	00647757	22:21:56	 卖	投机	4,144.000	3	186,480.00	开	11.19	--	2017-04-11
2017-04-11	P1709	10127518	22:23:09	 卖	投机	5,214.000	15	782,100.00	开	45.00	--	2017-04-11
2017-04-11	Y1709	10127611	22:23:10	 卖	投机	5,974.000	6	358,440.00	开	18.00	--	2017-04-11
2017-04-11	Y1709	10127612	22:23:11	 卖	投机	5,974.000	5	298,700.00	开	15.00	--	2017-04-11
2017-04-11	NI1709	00657179	22:23:12	 卖	投机	85,070.000	6	510,420.00	开	43.20	--	2017-04-11
2017-04-11	Y1709	10127771	22:23:15	 卖	投机	5,974.000	1	59,740.00	开	3.00	--	2017-04-11
2017-04-11	RM709	00503344	22:23:16	 卖	投机	2,320.000	16	371,200.00	开	38.40	--	2017-04-11
2017-04-11	RM709	00503349	22:23:17	 卖	投机	2,320.000	8	185,600.00	开	19.20	--	2017-04-11
2017-04-11	SR709	00508702	22:25:31	买	投机	6,683.000	5	334,150.00	开	18.00	--	2017-04-11
2017-04-11	SR709	00544914	22:39:41	 卖	投机	6,685.000	10	668,500.00	开	36.00	--	2017-04-11
2017-04-11	SR709	00560708	22:47:33	 卖	投机	6,675.000	5	333,750.00	 平	0.00	-400.00	2017-04-11
2017-04-11	SR709	00560746	22:47:33	 卖	投机	6,675.000	4	267,000.00	开	14.40	--	2017-04-11
2017-04-11	SR709	00560748	22:47:33	 卖	投机	6,675.000	1	66,750.00	开	3.60	--	2017-04-11
2017-04-11	MA709	00579470	22:57:21	买	投机	2,527.000	3	75,810.00	开	7.20	--	2017-04-11
2017-04-11	MA709	00579480	22:57:21	买	投机	2,527.000	1	25,270.00	开	2.40	--	2017-04-11
2017-04-11	MA709	00579482	22:57:21	买	投机	2,527.000	1	25,270.00	开	2.40	--	2017-04-11
2017-04-11	MA709	00579484	22:57:21	买	投机	2,527.000	1	25,270.00	开	2.40	--	2017-04-11
2017-04-11	MA709	00579486	22:57:21	买	投机	2,527.000	1	25,270.00	开	2.40	--	2017-04-11
2017-04-11	MA709	00579511	22:57:21	买	投机	2,527.000	4	101,080.00	开	9.60	--	2017-04-11
2017-04-11	MA709	00579513	22:57:21	买	投机	2,527.000	1	25,270.00	开	2.40	--	2017-04-11
2017-04-11	AG1706	00945313	09:01:02	买	投机	4,156.000	4	249,360.00	 平	14.96	-720.00	2017-04-11
2017-04-11	AG1706	00947122	09:01:14	买	投机	4,156.000	3	187,020.00	开	11.22	--	2017-04-11
2017-04-11	AG1706	00947194	09:01:15	买	投机	4,156.000	1	62,340.00	开	3.74	--	2017-04-11
2017-04-11	RB1710	01063494	09:15:14	 卖	投机	2,985.000	2	59,700.00	开	7.16	--	2017-04-11
2017-04-11	RB1710	01063521	09:15:14	 卖	投机	2,985.000	4	119,400.00	开	14.33	--	2017-04-11
2017-04-11	RB1710	01063525	09:15:14	 卖	投机	2,985.000	2	59,700.00	开	7.16	--	2017-04-11
2017-04-11	RB1710	01063537	09:15:14	 卖	投机	2,985.000	1	29,850.00	开	3.58	--	2017-04-11
2017-04-11	RB1710	01063540	09:15:14	 卖	投机	2,985.000	3	89,550.00	开	10.75	--	2017-04-11
2017-04-11	RB1710	01158616	09:31:06	买	投机	3,002.000	12	360,240.00	 平	43.23	1,800.00	2017-04-11
2017-04-11	RB1710	01158632	09:31:06	买	投机	3,002.000	1	30,020.00	开	3.60	--	2017-04-11
2017-04-11	RB1710	01158633	09:31:06	买	投机	3,002.000	5	150,100.00	开	18.01	--	2017-04-11
2017-04-11	RB1710	01158643	09:31:06	买	投机	3,002.000	6	180,120.00	开	21.61	--	2017-04-11
2017-04-11	Y1709	10305312	09:47:23	买	投机	6,010.000	4	240,400.00	 平	12.00	-1,440.00	2017-04-11
2017-04-11	Y1709	10305313	09:47:23	买	投机	6,010.000	4	240,400.00	 平	12.00	-1,440.00	2017-04-11
2017-04-11	Y1709	10305327	09:47:23	买	投机	6,010.000	4	240,400.00	开	12.00	--	2017-04-11
2017-04-11	Y1709	10305328	09:47:23	买	投机	6,010.000	4	240,400.00	开	12.00	--	2017-04-11
2017-04-11	MA709	01045091	09:54:34	 卖	投机	2,524.000	1	25,240.00	 平	6.40	-60.00	2017-04-11
2017-04-11	MA709	01045167	09:54:35	 卖	投机	2,524.000	1	25,240.00	 平	6.40	-60.00	2017-04-11
2017-04-11	MA709	01045171	09:54:35	 卖	投机	2,524.000	1	25,240.00	 平	6.40	-60.00	2017-04-11
2017-04-11	MA709	01045199	09:54:35	 卖	投机	2,524.000	1	25,240.00	 平	6.40	-60.00	2017-04-11
2017-04-11	MA709	01045207	09:54:35	 卖	投机	2,524.000	1	25,240.00	 平	6.40	-60.00	2017-04-11
2017-04-11	MA709	01045208	09:54:35	 卖	投机	2,524.000	1	25,240.00	 平	6.40	-60.00	2017-04-11
2017-04-11	MA709	01045209	09:54:35	 卖	投机	2,524.000	1	25,240.00	 平	6.40	-60.00	2017-04-11
2017-04-11	MA709	01045210	09:54:35	 卖	投机	2,524.000	3	75,720.00	 平	19.20	-180.00	2017-04-11
2017-04-11	MA709	01045211	09:54:35	 卖	投机	2,524.000	1	25,240.00	 平	6.40	-60.00	2017-04-11
2017-04-11	MA709	01045212	09:54:35	 卖	投机	2,524.000	1	25,240.00	 平	6.40	-60.00	2017-04-11
2017-04-11	MA709	01051330	09:55:14	 卖	投机	2,524.000	12	302,880.00	开	28.80	--	2017-04-11
2017-04-11	RB1710	01250356	09:56:58	 卖	投机	3,004.000	12	360,480.00	开	43.26	--	2017-04-11
2017-04-11	CS1709	10341949	10:04:35	 卖	投机	2,013.000	5	100,650.00	开	9.00	--	2017-04-11
2017-04-11	CS1709	10341952	10:04:35	 卖	投机	2,013.000	5	100,650.00	开	9.00	--	2017-04-11
2017-04-11	TA709	01139317	10:09:24	 卖	投机	5,188.000	12	311,280.00	开	43.20	--	2017-04-11
2017-04-11	V1709	30282966	10:35:07	买	投机	6,065.000	12	363,900.00	开	28.80	--	2017-04-11
2017-04-11	RM709	01193814	10:38:31	 卖	投机	2,324.000	11	255,640.00	开	26.40	--	2017-04-11
2017-04-11	RM709	01193935	10:38:35	 卖	投机	2,324.000	1	23,240.00	开	2.40	--	2017-04-11
2017-04-11	Y1709	10389063	10:39:19	买	投机	6,016.000	4	240,640.00	 平	12.00	-1,680.00	2017-04-11
2017-04-11	TA709	01197917	10:40:21	买	投机	5,182.000	12	310,920.00	开	43.20	--	2017-04-11
2017-04-11	Y1709	10397438	10:43:25	买	投机	6,016.000	4	240,640.00	开	12.00	--	2017-04-11
2017-04-11	L1709	30291261	10:43:51	买	投机	9,170.000	5	229,250.00	开	12.00	--	2017-04-11
2017-04-11	P1709	10475913	11:02:03	买	投机	5,210.000	5	260,500.00	 平	15.00	200.00	2017-04-11
2017-04-11	SR709	01350172	11:02:11	买	投机	6,699.000	5	334,950.00	 平	0.00	-700.00	2017-04-11
2017-04-11	SR709	01350231	11:02:11	买	投机	6,698.000	2	133,960.00	开	7.20	--	2017-04-11
2017-04-11	SR709	01350233	11:02:11	买	投机	6,698.000	1	66,980.00	开	3.60	--	2017-04-11
2017-04-11	SR709	01350235	11:02:11	买	投机	6,698.000	1	66,980.00	开	3.60	--	2017-04-11
2017-04-11	SR709	01350237	11:02:11	买	投机	6,699.000	1	66,990.00	开	3.60	--	2017-04-11
2017-04-11	I1709	30311568	11:04:09	买	投机	524.000	1	52,400.00	开	7.55	--	2017-04-11
2017-04-11	I1709	30311638	11:04:13	买	投机	524.000	3	157,200.00	开	22.64	--	2017-04-11
2017-04-11	MA709	01374986	11:05:43	 卖	投机	2,517.000	2	50,340.00	 平	12.80	-260.00	2017-04-11
2017-04-11	MA709	01374987	11:05:43	 卖	投机	2,517.000	1	25,170.00	 平	6.40	-130.00	2017-04-11
2017-04-11	MA709	01374988	11:05:43	 卖	投机	2,517.000	1	25,170.00	 平	6.40	-130.00	2017-04-11
2017-04-11	MA709	01374989	11:05:43	 卖	投机	2,517.000	8	201,360.00	 平	51.20	-1,040.00	2017-04-11
2017-04-11	MA709	01377787	11:06:00	 卖	投机	2,517.000	3	75,510.00	 平	19.20	-300.00	2017-04-11
2017-04-11	MA709	01377788	11:06:00	 卖	投机	2,517.000	1	25,170.00	 平	6.40	-100.00	2017-04-11
2017-04-11	MA709	01377978	11:06:01	 卖	投机	2,517.000	1	25,170.00	 平	6.40	-100.00	2017-04-11
2017-04-11	MA709	01378060	11:06:02	 卖	投机	2,517.000	1	25,170.00	 平	6.40	-100.00	2017-04-11
2017-04-11	MA709	01378134	11:06:02	 卖	投机	2,517.000	1	25,170.00	 平	6.40	-100.00	2017-04-11
2017-04-11	MA709	01378226	11:06:02	 卖	投机	2,517.000	1	25,170.00	 平	6.40	-100.00	2017-04-11
2017-04-11	MA709	01378230	11:06:02	 卖	投机	2,517.000	1	25,170.00	 平	6.40	-100.00	2017-04-11
2017-04-11	MA709	01378232	11:06:02	 卖	投机	2,517.000	1	25,170.00	 平	6.40	-100.00	2017-04-11
2017-04-11	MA709	01385801	11:07:26	 卖	投机	2,517.000	1	25,170.00	 平	6.40	-100.00	2017-04-11
2017-04-11	MA709	01386062	11:07:30	 卖	投机	2,517.000	1	25,170.00	 平	6.40	-100.00	2017-04-11
2017-04-11	MA709	01395506	11:10:26	 卖	投机	2,517.000	2	50,340.00	开	4.80	--	2017-04-11
2017-04-11	MA709	01395510	11:10:26	 卖	投机	2,517.000	10	251,700.00	开	24.00	--	2017-04-11
2017-04-11	MA709	01395936	11:10:28	 卖	投机	2,517.000	12	302,040.00	开	28.80	--	2017-04-11
2017-04-11	SR709	01468610	11:22:58	买	投机	6,711.000	2	134,220.00	 平	0.00	-520.00	2017-04-11
2017-04-11	SR709	01468612	11:22:58	买	投机	6,711.000	3	201,330.00	 平	0.00	-780.00	2017-04-11
2017-04-11	SR709	01468614	11:22:58	买	投机	6,711.000	2	134,220.00	 平	0.00	-720.00	2017-04-11
2017-04-11	SR709	01468617	11:22:58	买	投机	6,711.000	2	134,220.00	 平	0.00	-720.00	2017-04-11
2017-04-11	SR709	01468618	11:22:58	买	投机	6,711.000	1	67,110.00	 平	0.00	-360.00	2017-04-11
2017-04-11	SR709	01468632	11:22:58	买	投机	6,711.000	5	335,550.00	开	18.00	--	2017-04-11
2017-04-11	SR709	01468638	11:22:58	买	投机	6,711.000	5	335,550.00	开	18.00	--	2017-04-11
2017-04-11	MA709	01481114	11:26:47	买	投机	2,525.000	1	25,250.00	 平	6.40	-10.00	2017-04-11
2017-04-11	MA709	01481137	11:26:48	买	投机	2,525.000	11	277,750.00	 平	70.40	-110.00	2017-04-11
2017-04-11	MA709	01482802	11:27:33	买	投机	2,525.000	5	126,250.00	开	12.00	--	2017-04-11
2017-04-11	MA709	01482804	11:27:33	买	投机	2,525.000	2	50,500.00	开	4.80	--	2017-04-11
2017-04-11	MA709	01482806	11:27:34	买	投机	2,525.000	5	126,250.00	开	12.00	--	2017-04-11
2017-04-11	NI1709	01592863	11:28:39	买	投机	85,190.000	1	85,190.00	 平	7.20	-120.00	2017-04-11
2017-04-11	NI1709	01592868	11:28:39	买	投机	85,190.000	1	85,190.00	 平	7.20	-120.00	2017-04-11
2017-04-11	NI1709	01592869	11:28:39	买	投机	85,190.000	1	85,190.00	 平	7.20	-120.00	2017-04-11
2017-04-11	NI1709	01592876	11:28:39	买	投机	85,190.000	1	85,190.00	 平	7.20	-120.00	2017-04-11
2017-04-11	NI1709	01592898	11:28:39	买	投机	85,190.000	1	85,190.00	开	7.20	--	2017-04-11
2017-04-11	NI1709	01592899	11:28:39	买	投机	85,190.000	1	85,190.00	开	7.20	--	2017-04-11
2017-04-11	NI1709	01592901	11:28:39	买	投机	85,190.000	1	85,190.00	开	7.20	--	2017-04-11
2017-04-11	NI1709	01592912	11:28:39	买	投机	85,190.000	1	85,190.00	开	7.20	--	2017-04-11
2017-04-11	NI1709	01617143	13:34:03	买	投机	85,260.000	1	85,260.00	 平	7.20	-190.00	2017-04-11
2017-04-11	NI1709	01617144	13:34:03	买	投机	85,260.000	1	85,260.00	 平	7.20	-190.00	2017-04-11
2017-04-11	NI1709	01617239	13:34:05	买	投机	85,250.000	2	170,500.00	开	14.40	--	2017-04-11
2017-04-11	RB1710	01620138	13:35:05	买	投机	3,007.000	2	60,140.00	 平	7.22	-440.00	2017-04-11
2017-04-11	RB1710	01620143	13:35:05	买	投机	3,007.000	3	90,210.00	 平	10.83	-660.00	2017-04-11
2017-04-11	RB1710	01620159	13:35:05	买	投机	3,007.000	7	210,490.00	 平	25.26	-1,540.00	2017-04-11
2017-04-11	RB1710	01620184	13:35:05	买	投机	3,007.000	12	360,840.00	开	43.30	--	2017-04-11
2017-04-11	V1709	30374019	13:41:05	 卖	投机	6,040.000	6	181,200.00	 平	0.00	-750.00	2017-04-11
2017-04-11	P1709	10587881	13:54:04	买	投机	5,232.000	4	209,280.00	开	12.00	--	2017-04-11
2017-04-11	P1709	10587909	13:54:05	买	投机	5,232.000	1	52,320.00	开	3.00	--	2017-04-11
2017-04-11	P1709	10587912	13:54:05	买	投机	5,232.000	1	52,320.00	 平	3.00	-180.00	2017-04-11
2017-04-11	P1709	10587918	13:54:05	买	投机	5,232.000	1	52,320.00	 平	3.00	-180.00	2017-04-11
2017-04-11	P1709	10587926	13:54:06	买	投机	5,232.000	2	104,640.00	 平	6.00	-360.00	2017-04-11
2017-04-11	P1709	10587928	13:54:06	买	投机	5,232.000	1	52,320.00	 平	3.00	-180.00	2017-04-11
2017-04-11	P1709	10588674	13:54:30	买	投机	5,232.000	5	261,600.00	开	15.00	--	2017-04-11
2017-04-11	MA709	01615923	13:56:08	 卖	投机	2,512.000	5	125,600.00	 平	32.00	-650.00	2017-04-11
2017-04-11	MA709	01615924	13:56:08	 卖	投机	2,512.000	2	50,240.00	 平	12.80	-260.00	2017-04-11
2017-04-11	MA709	01615925	13:56:08	 卖	投机	2,512.000	5	125,600.00	 平	32.00	-650.00	2017-04-11
2017-04-11	MA709	01615975	13:56:08	 卖	投机	2,512.000	12	301,440.00	开	28.80	--	2017-04-11
2017-04-11	V1709	30411612	14:07:26	 卖	投机	6,005.000	1	30,025.00	开	2.40	--	2017-04-11
2017-04-11	V1709	30411613	14:07:26	 卖	投机	6,005.000	1	30,025.00	开	2.40	--	2017-04-11
2017-04-11	V1709	30411614	14:07:26	 卖	投机	6,005.000	2	60,050.00	开	4.80	--	2017-04-11
2017-04-11	V1709	30411615	14:07:26	 卖	投机	6,005.000	2	60,050.00	开	4.80	--	2017-04-11
2017-04-11	TA709	01739723	14:11:51	 卖	投机	5,166.000	4	103,320.00	 平	0.00	-320.00	2017-04-11
2017-04-11	TA709	01739795	14:11:52	 卖	投机	5,166.000	1	25,830.00	 平	0.00	-80.00	2017-04-11
2017-04-11	TA709	01739866	14:11:54	 卖	投机	5,166.000	1	25,830.00	 平	0.00	-80.00	2017-04-11
2017-04-11	TA709	01740008	14:11:54	 卖	投机	5,166.000	1	25,830.00	 平	0.00	-80.00	2017-04-11
2017-04-11	TA709	01740012	14:11:54	 卖	投机	5,166.000	1	25,830.00	 平	0.00	-80.00	2017-04-11
2017-04-11	TA709	01740190	14:11:56	 卖	投机	5,166.000	4	103,320.00	 平	0.00	-320.00	2017-04-11
2017-04-11	RM709	01850333	14:26:47	买	投机	2,336.000	12	280,320.00	 平	40.80	-1,920.00	2017-04-11
2017-04-11	RM709	01850335	14:26:47	买	投机	2,336.000	4	93,440.00	 平	13.60	-640.00	2017-04-11
2017-04-11	RM709	01850336	14:26:47	买	投机	2,336.000	8	186,880.00	 平	27.20	-1,280.00	2017-04-11
2017-04-11	RM709	01852292	14:27:00	买	投机	2,336.000	12	280,320.00	开	28.80	--	2017-04-11
2017-04-11	RM709	01852294	14:27:00	买	投机	2,336.000	12	280,320.00	开	28.80	--	2017-04-11
2017-04-11	RB1710	01913097	14:37:14	买	投机	3,003.000	5	150,150.00	 平	18.02	50.00	2017-04-11
2017-04-11	RB1710	01913099	14:37:14	买	投机	3,003.000	5	150,150.00	 平	18.02	50.00	2017-04-11
2017-04-11	RB1710	01913103	14:37:14	买	投机	3,003.000	1	30,030.00	 平	3.60	10.00	2017-04-11
2017-04-11	RB1710	01913106	14:37:14	买	投机	3,003.000	1	30,030.00	 平	3.60	10.00	2017-04-11
2017-04-11	V1709	30447939	14:38:05	 卖	投机	5,960.000	6	178,800.00	开	14.40	--	2017-04-11
2017-04-11	V1709	30469883	14:58:05	 卖	投机	5,965.000	5	149,125.00	 平	0.00	-2,500.00	2017-04-11
2017-04-11	V1709	30469884	14:58:05	 卖	投机	5,965.000	1	29,825.00	 平	0.00	-500.00	2017-04-11
2017-04-11	V1709	30473102	14:59:02	 卖	投机	5,970.000	2	59,700.00	开	4.80	--	2017-04-11
2017-04-11	V1709	30473178	14:59:03	 卖	投机	5,970.000	1	29,850.00	开	2.40	--	2017-04-11
2017-04-11	V1709	30473418	14:59:07	 卖	投机	5,970.000	1	29,850.00	开	2.40	--	2017-04-11
2017-04-11	V1709	30473570	14:59:09	 卖	投机	5,970.000	2	59,700.00	开	4.80	--	2017-04-11
2017-04-12	TA709	00007717	21:00:02	 卖	投机	5,128.000	11	282,040.00	开	39.60	--	2017-04-12
2017-04-12	TA709	00007723	21:00:02	 卖	投机	5,128.000	1	25,640.00	开	3.60	--	2017-04-12
2017-04-12	TA709	00007729	21:00:02	 卖	投机	5,128.000	1	25,640.00	开	3.60	--	2017-04-12
2017-04-12	TA709	00007731	21:00:02	 卖	投机	5,128.000	11	282,040.00	开	39.60	--	2017-04-12
2017-04-12	P1709	10018488	21:07:04	买	投机	5,256.000	5	262,800.00	 平	15.00	-2,100.00	2017-04-12
2017-04-12	SR709	00111518	21:07:08	 卖	投机	6,690.000	2	133,800.00	 平	7.20	-160.00	2017-04-12
2017-04-12	SR709	00111519	21:07:08	 卖	投机	6,690.000	1	66,900.00	 平	3.60	-80.00	2017-04-12
2017-04-12	SR709	00111520	21:07:08	 卖	投机	6,690.000	1	66,900.00	 平	3.60	-80.00	2017-04-12
2017-04-12	SR709	00111521	21:07:08	 卖	投机	6,690.000	1	66,900.00	 平	3.60	-90.00	2017-04-12
2017-04-12	SR709	00111572	21:07:08	 卖	投机	6,690.000	5	334,500.00	开	18.00	--	2017-04-12
2017-04-12	RM709	00123334	21:08:40	买	投机	2,328.000	11	256,080.00	 平	26.40	-440.00	2017-04-12
2017-04-12	RM709	00123335	21:08:40	买	投机	2,328.000	1	23,280.00	 平	2.40	-40.00	2017-04-12
2017-04-12	RM709	00123821	21:08:40	买	投机	2,328.000	1	23,280.00	开	2.40	--	2017-04-12
2017-04-12	RM709	00123823	21:08:40	买	投机	2,328.000	7	162,960.00	开	16.80	--	2017-04-12
2017-04-12	RM709	00123832	21:08:40	买	投机	2,328.000	1	23,280.00	开	2.40	--	2017-04-12
2017-04-12	RM709	00123836	21:08:40	买	投机	2,328.000	3	69,840.00	开	7.20	--	2017-04-12
2017-04-12	I1709	30030367	21:17:08	 卖	投机	519.500	4	207,800.00	开	29.92	--	2017-04-12
2017-04-12	I1709	30030368	21:17:08	 卖	投机	519.500	4	207,800.00	开	29.92	--	2017-04-12
2017-04-12	RU1709	00179122	21:17:29	买	投机	15,450.000	2	309,000.00	 平	16.69	1,200.00	2017-04-12
2017-04-12	RB1710	00191487	21:19:23	 卖	投机	2,974.000	1	29,740.00	 平	3.57	-280.00	2017-04-12
2017-04-12	RB1710	00191494	21:19:24	 卖	投机	2,974.000	1	29,740.00	 平	3.57	-280.00	2017-04-12
2017-04-12	RB1710	00191500	21:19:24	 卖	投机	2,974.000	1	29,740.00	 平	3.57	-280.00	2017-04-12
2017-04-12	RB1710	00191501	21:19:24	 卖	投机	2,974.000	1	29,740.00	 平	3.57	-280.00	2017-04-12
2017-04-12	RB1710	00191504	21:19:24	 卖	投机	2,974.000	5	148,700.00	 平	17.84	-1,400.00	2017-04-12
2017-04-12	RB1710	00191505	21:19:24	 卖	投机	2,974.000	1	29,740.00	 平	3.57	-280.00	2017-04-12
2017-04-12	RB1710	00191511	21:19:24	 卖	投机	2,974.000	1	29,740.00	 平	3.57	-280.00	2017-04-12
2017-04-12	RB1710	00191512	21:19:24	 卖	投机	2,974.000	1	29,740.00	 平	3.57	-280.00	2017-04-12
2017-04-12	RB1710	00191517	21:19:24	 卖	投机	2,974.000	1	29,740.00	开	3.57	--	2017-04-12
2017-04-12	RB1710	00191522	21:19:24	 卖	投机	2,974.000	1	29,740.00	开	3.57	--	2017-04-12
2017-04-12	RB1710	00191523	21:19:24	 卖	投机	2,974.000	5	148,700.00	开	17.84	--	2017-04-12
2017-04-12	RB1710	00191525	21:19:24	 卖	投机	2,974.000	1	29,740.00	开	3.57	--	2017-04-12
2017-04-12	RB1710	00191526	21:19:24	 卖	投机	2,974.000	1	29,740.00	开	3.57	--	2017-04-12
2017-04-12	RB1710	00191527	21:19:24	 卖	投机	2,974.000	3	89,220.00	开	10.71	--	2017-04-12
2017-04-12	RB1710	00191701	21:19:27	 卖	投机	2,974.000	1	29,740.00	开	3.57	--	2017-04-12
2017-04-12	RB1710	00191736	21:19:27	 卖	投机	2,974.000	5	148,700.00	开	17.84	--	2017-04-12
2017-04-12	RB1710	00191777	21:19:27	 卖	投机	2,974.000	1	29,740.00	开	3.57	--	2017-04-12
2017-04-12	RB1710	00191779	21:19:27	 卖	投机	2,974.000	1	29,740.00	开	3.57	--	2017-04-12
2017-04-12	RB1710	00191780	21:19:27	 卖	投机	2,974.000	2	59,480.00	开	7.14	--	2017-04-12
2017-04-12	RB1710	00191791	21:19:28	 卖	投机	2,974.000	2	59,480.00	开	7.14	--	2017-04-12
2017-04-12	RB1710	00226579	21:25:43	 卖	投机	2,976.000	6	178,560.00	 平	21.43	-1,860.00	2017-04-12
2017-04-12	RB1710	00226594	21:25:44	 卖	投机	2,976.000	1	29,760.00	 平	3.57	-310.00	2017-04-12
2017-04-12	RB1710	00226595	21:25:44	 卖	投机	2,976.000	2	59,520.00	 平	7.14	-620.00	2017-04-12
2017-04-12	RB1710	00226596	21:25:44	 卖	投机	2,976.000	3	89,280.00	 平	10.71	-930.00	2017-04-12
2017-04-12	RB1710	00227499	21:25:59	 卖	投机	2,976.000	12	357,120.00	开	42.85	--	2017-04-12
2017-04-12	SR709	00244841	21:27:07	 卖	投机	6,665.000	1	66,650.00	 平	3.60	-460.00	2017-04-12
2017-04-12	SR709	00244858	21:27:07	 卖	投机	6,665.000	4	266,600.00	 平	14.40	-1,840.00	2017-04-12
2017-04-12	SR709	00244874	21:27:07	 卖	投机	6,665.000	3	199,950.00	开	10.80	--	2017-04-12
2017-04-12	SR709	00244882	21:27:07	 卖	投机	6,665.000	2	133,300.00	开	7.20	--	2017-04-12
2017-04-12	RU1709	00247453	21:30:03	 卖	投机	15,440.000	2	308,800.00	开	16.68	--	2017-04-12
2017-04-12	I1709	30049844	21:34:27	 卖	投机	517.500	1	51,750.00	 平	7.45	-650.00	2017-04-12
2017-04-12	I1709	30049845	21:34:27	 卖	投机	517.500	1	51,750.00	 平	7.45	-650.00	2017-04-12
2017-04-12	I1709	30049850	21:34:28	 卖	投机	517.500	2	103,500.00	 平	14.90	-1,300.00	2017-04-12
2017-04-12	I1709	30050936	21:35:42	 卖	投机	517.500	4	207,000.00	开	29.81	--	2017-04-12
2017-04-12	RU1709	00358230	21:45:06	 卖	投机	15,380.000	2	307,600.00	开	16.61	--	2017-04-12
2017-04-12	RM709	00407332	21:48:10	 卖	投机	2,319.000	12	278,280.00	 平	40.80	-2,040.00	2017-04-12
2017-04-12	RM709	00407380	21:48:10	 卖	投机	2,319.000	3	69,570.00	开	7.20	--	2017-04-12
2017-04-12	RM709	00407382	21:48:10	 卖	投机	2,319.000	9	208,710.00	开	21.60	--	2017-04-12
2017-04-12	NI1709	00398560	21:50:19	 卖	投机	84,220.000	2	168,440.00	 平	14.40	-1,940.00	2017-04-12
2017-04-12	NI1709	00398567	21:50:19	 卖	投机	84,210.000	2	168,420.00	开	14.40	--	2017-04-12
2017-04-12	Y1709	10094083	21:59:25	 卖	投机	5,982.000	4	239,280.00	 平	12.00	-1,120.00	2017-04-12
2017-04-12	Y1709	10094084	21:59:25	 卖	投机	5,982.000	4	239,280.00	 平	12.00	-1,120.00	2017-04-12
2017-04-12	Y1709	10094114	21:59:26	 卖	投机	5,982.000	1	59,820.00	开	3.00	--	2017-04-12
2017-04-12	Y1709	10094115	21:59:26	 卖	投机	5,982.000	3	179,460.00	开	9.00	--	2017-04-12
2017-04-12	Y1709	10094116	21:59:26	 卖	投机	5,982.000	4	239,280.00	开	12.00	--	2017-04-12
2017-04-12	P1709	10096016	22:00:25	买	投机	5,214.000	5	260,700.00	开	15.00	--	2017-04-12
2017-04-12	NI1709	00510904	22:09:07	 卖	投机	83,380.000	1	83,380.00	 平	7.20	-1,810.00	2017-04-12
2017-04-12	NI1709	00510905	22:09:07	 卖	投机	83,380.000	1	83,380.00	 平	7.20	-1,810.00	2017-04-12
2017-04-12	SR709	00609109	22:22:24	 卖	投机	6,655.000	5	332,750.00	 平	18.00	-2,800.00	2017-04-12
2017-04-12	SR709	00609906	22:22:31	 卖	投机	6,655.000	5	332,750.00	开	18.00	--	2017-04-12
2017-04-12	P1709	10120362	22:24:10	 卖	投机	5,210.000	1	52,100.00	 平	3.00	-220.00	2017-04-12
2017-04-12	Y1709	10159472	22:47:03	 卖	投机	5,930.000	4	237,200.00	 平	12.00	-3,440.00	2017-04-12
2017-04-12	Y1709	10159534	22:47:03	 卖	投机	5,932.000	4	237,280.00	开	12.00	--	2017-04-12
2017-04-12	P1709	10159648	22:47:05	 卖	投机	5,178.000	5	258,900.00	 平	15.00	-2,700.00	2017-04-12
2017-04-12	P1709	10159649	22:47:05	 卖	投机	5,178.000	5	258,900.00	 平	15.00	-2,520.00	2017-04-12
