交易日期	合约	成交序号	成交时间	买/卖	投机/套保	成交价	手数	成交额	开/平	手续费	平仓盈亏	实际成交日期
2017-07-03	MA709	01227763	10:03:25	买	投机	2,396.000	7	167,720.00	开	16.80	--	2017-07-03
2017-07-03	MA709	01227767	10:03:25	买	投机	2,396.000	1	23,960.00	开	2.40	--	2017-07-03
2017-07-03	MA709	01227769	10:03:25	买	投机	2,396.000	8	191,680.00	开	19.20	--	2017-07-03
2017-07-03	RB1710	01007818	10:03:33	 卖	投机	3,362.000	8	268,960.00	 平	32.28	22,480.00	2017-07-03
2017-07-03	RB1710	01007824	10:03:33	 卖	投机	3,362.000	8	268,960.00	开	32.28	--	2017-07-03
2017-07-03	L1709	30258013	10:03:34	 卖	投机	9,045.000	5	226,125.00	 平	12.00	1,500.00	2017-07-03
2017-07-03	L1709	30258015	10:03:34	 卖	投机	9,045.000	5	226,125.00	开	12.00	--	2017-07-03
2017-07-03	CS1709	10457577	10:33:41	 卖	投机	2,012.000	5	100,600.00	 平	9.00	-1,050.00	2017-07-03
2017-07-03	CS1709	10457581	10:33:41	 卖	投机	2,012.000	5	100,600.00	开	9.00	--	2017-07-03
2017-07-03	P1709	10493333	10:58:42	买	投机	5,366.000	4	214,640.00	开	12.00	--	2017-07-03
2017-07-03	RB1710	01158072	11:03:33	买	投机	3,374.000	5	168,700.00	 平	20.24	-600.00	2017-07-03
2017-07-03	RB1710	01158073	11:03:33	买	投机	3,374.000	1	33,740.00	 平	4.05	-120.00	2017-07-03
2017-07-03	RB1710	01158074	11:03:33	买	投机	3,374.000	2	67,480.00	 平	8.10	-240.00	2017-07-03
2017-07-03	AG1712	01188375	11:12:38	 卖	投机	4,006.000	4	240,360.00	 平	14.42	-720.00	2017-07-03
2017-07-03	AG1712	01188395	11:12:39	 卖	投机	4,006.000	4	240,360.00	开	14.42	--	2017-07-03
2017-07-03	L1709	30349310	11:22:18	 卖	投机	9,040.000	5	226,000.00	 平	12.00	1,375.00	2017-07-03
2017-07-03	L1709	30349321	11:22:18	 卖	投机	9,040.000	5	226,000.00	开	12.00	--	2017-07-03
2017-07-03	I1709	30369839	13:30:00	 卖	投机	482.500	1	48,250.00	 平	12.74	3,500.00	2017-07-03
2017-07-03	I1709	30369844	13:30:00	 卖	投机	482.500	3	144,750.00	 平	38.21	10,500.00	2017-07-03
2017-07-03	I1709	30370341	13:30:02	 卖	投机	483.000	4	193,200.00	开	16.23	--	2017-07-03
2017-07-03	NI1709	01437523	14:03:33	 卖	投机	77,150.000	2	154,300.00	 平	14.40	700.00	2017-07-03
2017-07-03	NI1709	01437527	14:03:33	 卖	投机	77,150.000	2	154,300.00	 平	14.40	1,080.00	2017-07-03
2017-07-03	NI1709	01437529	14:03:33	 卖	投机	77,150.000	2	154,300.00	开	14.40	--	2017-07-03
2017-07-03	NI1709	01437645	14:03:37	 卖	投机	77,150.000	1	77,150.00	开	7.20	--	2017-07-03
2017-07-03	NI1709	01437648	14:03:37	 卖	投机	77,150.000	1	77,150.00	开	7.20	--	2017-07-03
2017-07-03	BU1709	01437735	14:03:39	 卖	投机	2,364.000	8	189,120.00	 平	22.69	0.00	2017-07-03
2017-07-03	BU1709	01437742	14:03:39	 卖	投机	2,364.000	8	189,120.00	 平	22.69	0.00	2017-07-03
2017-07-03	BU1709	01437751	14:03:39	 卖	投机	2,364.000	5	118,200.00	开	14.18	--	2017-07-03
2017-07-03	BU1709	01437752	14:03:39	 卖	投机	2,364.000	3	70,920.00	开	8.51	--	2017-07-03
2017-07-03	BU1709	01437753	14:03:39	 卖	投机	2,364.000	8	189,120.00	开	22.69	--	2017-07-03
2017-07-03	MA709	01607217	14:08:39	 卖	投机	2,390.000	5	119,500.00	 平	32.00	1,350.00	2017-07-03
2017-07-03	MA709	01607218	14:08:39	 卖	投机	2,390.000	3	71,700.00	 平	19.20	810.00	2017-07-03
2017-07-03	MA709	01607226	14:08:40	 卖	投机	2,390.000	8	191,200.00	开	19.20	--	2017-07-03
2017-07-03	L1709	30440210	14:18:38	 卖	投机	9,020.000	1	45,100.00	 平	2.40	200.00	2017-07-03
2017-07-03	L1709	30440211	14:18:38	 卖	投机	9,020.000	2	90,200.00	 平	4.80	400.00	2017-07-03
2017-07-03	L1709	30440212	14:18:38	 卖	投机	9,020.000	2	90,200.00	 平	4.80	400.00	2017-07-03
2017-07-03	L1709	30440218	14:18:38	 卖	投机	9,020.000	5	225,500.00	开	12.00	--	2017-07-03
2017-07-03	Y1709	10618219	14:20:30	 卖	投机	6,008.000	3	180,240.00	 平	9.00	2,280.00	2017-07-03
2017-07-03	Y1709	10618221	14:20:30	 卖	投机	6,008.000	1	60,080.00	开	3.00	--	2017-07-03
2017-07-03	Y1709	10618222	14:20:30	 卖	投机	6,008.000	1	60,080.00	开	3.00	--	2017-07-03
2017-07-03	Y1709	10618223	14:20:30	 卖	投机	6,008.000	1	60,080.00	开	3.00	--	2017-07-03
2017-07-03	Y1709	10618224	14:20:30	 卖	投机	6,008.000	1	60,080.00	 平	3.00	760.00	2017-07-03
2017-07-03	Y1709	10618225	14:20:30	 卖	投机	6,008.000	2	120,160.00	 平	6.00	1,520.00	2017-07-03
2017-07-03	Y1709	10618227	14:20:31	 卖	投机	6,008.000	2	120,160.00	开	6.00	--	2017-07-03
2017-07-03	Y1709	10618228	14:20:31	 卖	投机	6,008.000	1	60,080.00	开	3.00	--	2017-07-03
2017-07-03	P1709	10632140	14:28:59	 卖	投机	5,338.000	4	213,520.00	 平	12.00	2,000.00	2017-07-03
2017-07-03	P1709	10632143	14:28:59	 卖	投机	5,338.000	2	106,760.00	开	6.00	--	2017-07-03
2017-07-03	P1709	10632144	14:28:59	 卖	投机	5,338.000	2	106,760.00	开	6.00	--	2017-07-03
2017-07-03	L1709	30455418	14:30:03	买	投机	9,010.000	5	225,250.00	 平	12.00	-875.00	2017-07-03
2017-07-03	L1709	30455483	14:30:03	买	投机	9,010.000	5	225,250.00	开	12.00	--	2017-07-03
2017-07-03	NI1709	01621940	14:42:48	 卖	投机	77,240.000	2	154,480.00	开	14.40	--	2017-07-03
2017-07-03	MA709	01754562	14:46:52	买	投机	2,395.000	1	23,950.00	 平	6.40	-360.00	2017-07-03
2017-07-03	MA709	01754563	14:46:52	买	投机	2,395.000	2	47,900.00	 平	12.80	-720.00	2017-07-03
2017-07-03	MA709	01754564	14:46:52	买	投机	2,395.000	1	23,950.00	 平	6.40	-360.00	2017-07-03
2017-07-03	MA709	01754566	14:46:52	买	投机	2,395.000	2	47,900.00	 平	12.80	-620.00	2017-07-03
2017-07-03	MA709	01754568	14:46:52	买	投机	2,395.000	1	23,950.00	 平	6.40	-310.00	2017-07-03
2017-07-03	MA709	01754570	14:46:52	买	投机	2,395.000	1	23,950.00	 平	6.40	-310.00	2017-07-03
2017-07-03	MA709	01754572	14:46:52	买	投机	2,395.000	1	23,950.00	开	2.40	--	2017-07-03
2017-07-03	MA709	01754574	14:46:52	买	投机	2,395.000	7	167,650.00	开	16.80	--	2017-07-03
2017-07-03	RU1709	01688571	14:53:45	 卖	投机	13,495.000	1	134,950.00	开	7.29	--	2017-07-03
2017-07-03	RU1709	01688572	14:53:45	 卖	投机	13,495.000	1	134,950.00	开	7.29	--	2017-07-03
2017-07-04	RU1709	00044607	21:03:33	 卖	投机	13,505.000	1	135,050.00	 平	7.29	2,600.00	2017-07-04
2017-07-04	RU1709	00044608	21:03:33	 卖	投机	13,505.000	1	135,050.00	 平	7.29	2,600.00	2017-07-04
2017-07-04	I1709	30008673	21:03:33	 卖	投机	487.000	4	194,800.00	 平	16.36	8,600.00	2017-07-04
2017-07-04	RU1709	00144244	21:18:45	 卖	投机	13,450.000	2	269,000.00	 平	14.53	600.00	2017-07-04
2017-07-04	RU1709	00144260	21:18:45	 卖	投机	13,450.000	1	134,500.00	开	7.26	--	2017-07-04
2017-07-04	RU1709	00144261	21:18:45	 卖	投机	13,450.000	1	134,500.00	开	7.26	--	2017-07-04
2017-07-04	BU1709	00242748	21:38:57	买	投机	2,388.000	8	191,040.00	 平	22.92	-3,520.00	2017-07-04
2017-07-04	BU1709	00242787	21:38:58	买	投机	2,388.000	8	191,040.00	 平	22.92	-2,720.00	2017-07-04
2017-07-04	P1709	10089158	21:48:29	买	投机	5,332.000	5	266,600.00	 平	15.00	2,200.00	2017-07-04
2017-07-04	P1709	10089235	21:48:30	买	投机	5,332.000	5	266,600.00	开	15.00	--	2017-07-04
2017-07-04	RU1709	00284027	21:48:33	 卖	投机	13,440.000	2	268,800.00	开	14.52	--	2017-07-04
2017-07-04	P1709	10092462	21:50:00	 卖	投机	5,330.000	1	53,300.00	 平	3.00	-440.00	2017-07-04
2017-07-04	P1709	10092463	21:50:00	 卖	投机	5,330.000	3	159,900.00	 平	9.00	-1,320.00	2017-07-04
2017-07-04	P1709	10092483	21:50:00	 卖	投机	5,330.000	4	213,200.00	开	12.00	--	2017-07-04
2017-07-04	BU1709	00396010	22:10:00	 卖	投机	2,378.000	8	190,240.00	开	22.83	--	2017-07-04
2017-07-04	BU1709	00396011	22:10:00	 卖	投机	2,378.000	8	190,240.00	开	22.83	--	2017-07-04
2017-07-04	Y1709	10120296	22:30:29	买	投机	5,994.000	4	239,760.00	 平	12.00	1,760.00	2017-07-04
2017-07-04	Y1709	10120573	22:30:49	买	投机	5,994.000	4	239,760.00	开	12.00	--	2017-07-04
2017-07-04	BU1709	00507389	22:35:30	 卖	投机	2,378.000	8	190,240.00	 平	22.83	1,120.00	2017-07-04
2017-07-04	BU1709	00507400	22:35:30	 卖	投机	2,378.000	8	190,240.00	开	22.83	--	2017-07-04
2017-07-04	MA709	00440339	22:43:32	 卖	投机	2,396.000	7	167,720.00	 平	16.80	0.00	2017-07-04
2017-07-04	MA709	00440341	22:43:32	 卖	投机	2,396.000	1	23,960.00	 平	2.40	0.00	2017-07-04
2017-07-04	MA709	00440353	22:43:32	 卖	投机	2,396.000	8	191,680.00	开	19.20	--	2017-07-04
2017-07-04	MA709	00440355	22:43:32	 卖	投机	2,396.000	7	167,720.00	 平	16.80	0.00	2017-07-04
2017-07-04	MA709	00440357	22:43:32	 卖	投机	2,396.000	1	23,960.00	 平	2.40	0.00	2017-07-04
2017-07-04	MA709	00440361	22:43:32	 卖	投机	2,396.000	1	23,960.00	开	2.40	--	2017-07-04
2017-07-04	MA709	00440363	22:43:32	 卖	投机	2,396.000	1	23,960.00	开	2.40	--	2017-07-04
2017-07-04	MA709	00440365	22:43:32	 卖	投机	2,396.000	6	143,760.00	开	14.40	--	2017-07-04
2017-07-04	P1709	10128197	22:43:33	 卖	投机	5,334.000	4	213,360.00	 平	12.00	-1,280.00	2017-07-04
2017-07-04	P1709	10128203	22:43:33	 卖	投机	5,334.000	2	106,680.00	开	6.00	--	2017-07-04
2017-07-04	P1709	10128204	22:43:33	 卖	投机	5,334.000	1	53,340.00	开	3.00	--	2017-07-04
2017-07-04	P1709	10128205	22:43:33	 卖	投机	5,334.000	1	53,340.00	开	3.00	--	2017-07-04
2017-07-04	Y1709	10128208	22:43:34	 卖	投机	5,990.000	1	59,900.00	 平	3.00	400.00	2017-07-04
2017-07-04	Y1709	10128209	22:43:34	 卖	投机	5,990.000	2	119,800.00	 平	6.00	800.00	2017-07-04
2017-07-04	Y1709	10128210	22:43:34	 卖	投机	5,990.000	3	179,700.00	开	9.00	--	2017-07-04
2017-07-04	I1709	30122501	22:49:42	 卖	投机	487.000	4	194,800.00	开	51.43	--	2017-07-04
2017-07-04	TA709	00465248	22:58:21	 卖	投机	4,886.000	6	146,580.00	 平	21.60	960.00	2017-07-04
2017-07-04	TA709	00465250	22:58:21	 卖	投机	4,886.000	1	24,430.00	 平	3.60	160.00	2017-07-04
2017-07-04	TA709	00465252	22:58:21	 卖	投机	4,886.000	1	24,430.00	 平	3.60	160.00	2017-07-04
2017-07-04	TA709	00465254	22:58:21	 卖	投机	4,886.000	1	24,430.00	 平	3.60	160.00	2017-07-04
2017-07-04	TA709	00465256	22:58:21	 卖	投机	4,886.000	1	24,430.00	 平	3.60	160.00	2017-07-04
2017-07-04	TA709	00465258	22:58:21	 卖	投机	4,886.000	1	24,430.00	 平	3.60	160.00	2017-07-04
2017-07-04	TA709	00465260	22:58:21	 卖	投机	4,886.000	1	24,430.00	 平	3.60	160.00	2017-07-04
2017-07-04	TA709	00465276	22:58:22	 卖	投机	4,886.000	1	24,430.00	 平	3.60	150.00	2017-07-04
2017-07-04	TA709	00465278	22:58:22	 卖	投机	4,886.000	1	24,430.00	 平	3.60	150.00	2017-07-04
2017-07-04	TA709	00465280	22:58:22	 卖	投机	4,886.000	1	24,430.00	 平	3.60	150.00	2017-07-04
2017-07-04	TA709	00465282	22:58:22	 卖	投机	4,886.000	1	24,430.00	 平	3.60	150.00	2017-07-04
2017-07-04	TA709	00465284	22:58:22	 卖	投机	4,886.000	1	24,430.00	 平	3.60	150.00	2017-07-04
2017-07-04	TA709	00465286	22:58:22	 卖	投机	4,886.000	1	24,430.00	 平	3.60	150.00	2017-07-04
2017-07-04	TA709	00465288	22:58:22	 卖	投机	4,886.000	1	24,430.00	 平	3.60	150.00	2017-07-04
2017-07-04	TA709	00465290	22:58:22	 卖	投机	4,886.000	5	122,150.00	 平	18.00	750.00	2017-07-04
2017-07-04	TA709	00465294	22:58:22	 卖	投机	4,886.000	5	122,150.00	开	18.00	--	2017-07-04
2017-07-04	TA709	00465296	22:58:22	 卖	投机	4,886.000	1	24,430.00	开	3.60	--	2017-07-04
2017-07-04	TA709	00465298	22:58:22	 卖	投机	4,886.000	1	24,430.00	开	3.60	--	2017-07-04
2017-07-04	TA709	00465300	22:58:22	 卖	投机	4,886.000	1	24,430.00	开	3.60	--	2017-07-04
2017-07-04	TA709	00465302	22:58:22	 卖	投机	4,886.000	1	24,430.00	开	3.60	--	2017-07-04
2017-07-04	TA709	00465304	22:58:22	 卖	投机	4,886.000	1	24,430.00	开	3.60	--	2017-07-04
2017-07-04	TA709	00465306	22:58:22	 卖	投机	4,886.000	2	48,860.00	开	7.20	--	2017-07-04
2017-07-04	TA709	00465415	22:58:22	 卖	投机	4,886.000	6	146,580.00	开	21.60	--	2017-07-04
2017-07-04	TA709	00465417	22:58:22	 卖	投机	4,886.000	6	146,580.00	开	21.60	--	2017-07-04
2017-07-04	NI1709	00599999	23:00:00	买	投机	76,580.000	2	153,160.00	 平	14.40	1,140.00	2017-07-04
2017-07-04	NI1709	00600067	23:00:00	买	投机	76,590.000	2	153,180.00	开	14.40	--	2017-07-04
2017-07-04	NI1709	00615162	23:07:33	 卖	投机	76,540.000	2	153,080.00	 平	14.40	-100.00	2017-07-04
2017-07-04	NI1709	00615168	23:07:33	 卖	投机	76,540.000	2	153,080.00	开	14.40	--	2017-07-04
2017-07-04	TA709	00530092	23:08:33	 卖	投机	4,858.000	1	24,290.00	 平	3.60	-110.00	2017-07-04
2017-07-04	TA709	00530094	23:08:33	 卖	投机	4,858.000	1	24,290.00	 平	3.60	-110.00	2017-07-04
2017-07-04	TA709	00530096	23:08:33	 卖	投机	4,858.000	1	24,290.00	 平	3.60	-110.00	2017-07-04
2017-07-04	TA709	00530098	23:08:33	 卖	投机	4,858.000	1	24,290.00	 平	3.60	-110.00	2017-07-04
2017-07-04	TA709	00530100	23:08:33	 卖	投机	4,858.000	1	24,290.00	 平	3.60	-110.00	2017-07-04
2017-07-04	TA709	00530102	23:08:33	 卖	投机	4,858.000	1	24,290.00	 平	3.60	-110.00	2017-07-04
2017-07-04	TA709	00530104	23:08:33	 卖	投机	4,858.000	5	121,450.00	 平	18.00	-550.00	2017-07-04
2017-07-04	TA709	00530105	23:08:33	 卖	投机	4,858.000	1	24,290.00	 平	3.60	-110.00	2017-07-04
2017-07-04	TA709	00530124	23:08:34	 卖	投机	4,858.000	1	24,290.00	开	3.60	--	2017-07-04
2017-07-04	TA709	00530126	23:08:34	 卖	投机	4,858.000	1	24,290.00	开	3.60	--	2017-07-04
2017-07-04	TA709	00530128	23:08:34	 卖	投机	4,858.000	1	24,290.00	开	3.60	--	2017-07-04
2017-07-04	TA709	00530130	23:08:34	 卖	投机	4,858.000	1	24,290.00	开	3.60	--	2017-07-04
2017-07-04	TA709	00530132	23:08:34	 卖	投机	4,858.000	1	24,290.00	开	3.60	--	2017-07-04
2017-07-04	TA709	00530134	23:08:34	 卖	投机	4,858.000	2	48,580.00	开	7.20	--	2017-07-04
2017-07-04	TA709	00530136	23:08:34	 卖	投机	4,858.000	5	121,450.00	开	18.00	--	2017-07-04
2017-07-04	MA709	00720702	09:08:03	 卖	投机	2,378.000	1	23,780.00	 平	2.40	-170.00	2017-07-04
2017-07-04	MA709	00720703	09:08:03	 卖	投机	2,378.000	7	166,460.00	 平	16.80	-1,190.00	2017-07-04
2017-07-04	MA709	00720723	09:08:03	 卖	投机	2,378.000	8	190,240.00	开	19.20	--	2017-07-04
2017-07-04	RB1710	00979961	09:30:00	买	投机	3,387.000	12	406,440.00	开	48.77	--	2017-07-04
2017-07-04	MA709	00936627	09:30:01	买	投机	2,363.000	4	94,520.00	 平	25.60	40.00	2017-07-04
2017-07-04	MA709	00936628	09:30:01	买	投机	2,363.000	8	189,040.00	 平	51.20	2,160.00	2017-07-04
2017-07-04	MA709	00937525	09:30:01	买	投机	2,364.000	6	141,840.00	开	14.40	--	2017-07-04
2017-07-04	I1709	30295668	09:30:01	买	投机	476.000	4	190,400.00	 平	50.27	2,800.00	2017-07-04
2017-07-04	I1709	30295768	09:30:01	买	投机	476.000	4	190,400.00	开	50.27	--	2017-07-04
2017-07-04	MA709	00937682	09:30:02	买	投机	2,364.000	1	23,640.00	开	2.40	--	2017-07-04
2017-07-04	MA709	00937760	09:30:02	买	投机	2,364.000	5	118,200.00	开	12.00	--	2017-07-04
2017-07-04	TA709	00939235	09:30:05	买	投机	4,858.000	5	121,450.00	 平	0.00	900.00	2017-07-04
2017-07-04	TA709	00939236	09:30:05	买	投机	4,858.000	1	24,290.00	 平	0.00	180.00	2017-07-04
2017-07-04	TA709	00939237	09:30:05	买	投机	4,858.000	1	24,290.00	 平	0.00	180.00	2017-07-04
2017-07-04	TA709	00939238	09:30:05	买	投机	4,858.000	1	24,290.00	 平	0.00	180.00	2017-07-04
2017-07-04	TA709	00939239	09:30:05	买	投机	4,858.000	1	24,290.00	 平	0.00	180.00	2017-07-04
2017-07-04	TA709	00939240	09:30:05	买	投机	4,858.000	1	24,290.00	 平	0.00	180.00	2017-07-04
2017-07-04	TA709	00939241	09:30:05	买	投机	4,858.000	1	24,290.00	 平	0.00	180.00	2017-07-04
2017-07-04	TA709	00939242	09:30:05	买	投机	4,858.000	1	24,290.00	 平	0.00	180.00	2017-07-04
2017-07-04	AG1712	01006453	09:33:33	买	投机	3,919.000	4	235,140.00	 平	14.11	5,220.00	2017-07-04
2017-07-04	BU1709	01028611	09:38:08	买	投机	2,342.000	1	23,420.00	 平	2.81	360.00	2017-07-04
2017-07-04	BU1709	01028631	09:38:08	买	投机	2,342.000	1	23,420.00	 平	2.81	360.00	2017-07-04
2017-07-04	BU1709	01028699	09:38:09	买	投机	2,342.000	1	23,420.00	 平	2.81	360.00	2017-07-04
2017-07-04	BU1709	01028700	09:38:09	买	投机	2,342.000	1	23,420.00	 平	2.81	360.00	2017-07-04
2017-07-04	BU1709	01028743	09:38:10	买	投机	2,342.000	1	23,420.00	 平	2.81	360.00	2017-07-04
2017-07-04	BU1709	01028768	09:38:11	买	投机	2,342.000	1	23,420.00	 平	2.81	360.00	2017-07-04
2017-07-04	BU1709	01028773	09:38:11	买	投机	2,342.000	6	140,520.00	 平	16.86	2,160.00	2017-07-04
2017-07-04	BU1709	01032237	09:39:09	买	投机	2,342.000	6	140,520.00	开	16.86	--	2017-07-04
2017-07-04	BU1709	01032249	09:39:09	买	投机	2,342.000	1	23,420.00	开	2.81	--	2017-07-04
2017-07-04	BU1709	01032257	09:39:10	买	投机	2,342.000	5	117,100.00	开	14.05	--	2017-07-04
2017-07-04	TA709	01066263	09:50:18	买	投机	4,858.000	12	291,480.00	开	43.20	--	2017-07-04
2017-07-04	I1709	30339902	09:53:33	 卖	投机	478.500	4	191,400.00	 平	50.53	2,200.00	2017-07-04
2017-07-04	RB1710	01275415	10:31:11	买	投机	3,367.000	12	404,040.00	 平	48.48	-8,400.00	2017-07-04
2017-07-04	I1709	30414729	10:33:33	 卖	投机	469.000	4	187,600.00	 平	15.76	-1,600.00	2017-07-04
2017-07-04	I1709	30414745	10:33:33	 卖	投机	469.000	4	187,600.00	开	15.76	--	2017-07-04
2017-07-04	L1709	30441419	10:44:50	买	投机	8,875.000	5	221,875.00	 平	12.00	4,250.00	2017-07-04
2017-07-04	NI1709	01685001	14:03:34	买	投机	75,380.000	2	150,760.00	 平	14.40	2,320.00	2017-07-04
2017-07-04	RB1710	01741672	14:14:00	 卖	投机	3,366.000	8	269,280.00	 平	32.31	-1,680.00	2017-07-04
2017-07-05	RU1709	00046161	21:03:33	买	投机	12,775.000	2	255,500.00	 平	13.80	14,400.00	2017-07-05
2017-07-05	P1709	10023236	21:06:30	买	投机	5,314.000	1	53,140.00	 平	3.00	240.00	2017-07-05
2017-07-05	P1709	10023237	21:06:30	买	投机	5,314.000	3	159,420.00	 平	9.00	720.00	2017-07-05
2017-07-05	P1709	10023257	21:06:30	买	投机	5,314.000	4	212,560.00	开	12.00	--	2017-07-05
2017-07-05	P1709	10023258	21:06:30	买	投机	5,314.000	4	212,560.00	 平	12.00	640.00	2017-07-05
2017-07-05	P1709	10023263	21:06:31	买	投机	5,314.000	1	53,140.00	开	3.00	--	2017-07-05
2017-07-05	P1709	10023264	21:06:31	买	投机	5,314.000	1	53,140.00	开	3.00	--	2017-07-05
2017-07-05	P1709	10023265	21:06:31	买	投机	5,314.000	1	53,140.00	开	3.00	--	2017-07-05
2017-07-05	P1709	10023266	21:06:31	买	投机	5,314.000	1	53,140.00	开	3.00	--	2017-07-05
2017-07-05	TA709	00214369	21:16:12	买	投机	4,874.000	5	121,850.00	 平	18.00	300.00	2017-07-05
2017-07-05	TA709	00214370	21:16:12	买	投机	4,874.000	1	24,370.00	 平	3.60	60.00	2017-07-05
2017-07-05	TA709	00214371	21:16:12	买	投机	4,874.000	1	24,370.00	 平	3.60	60.00	2017-07-05
2017-07-05	TA709	00214372	21:16:12	买	投机	4,874.000	1	24,370.00	 平	3.60	60.00	2017-07-05
2017-07-05	TA709	00214373	21:16:12	买	投机	4,874.000	1	24,370.00	 平	3.60	60.00	2017-07-05
2017-07-05	TA709	00214374	21:16:12	买	投机	4,874.000	1	24,370.00	 平	3.60	60.00	2017-07-05
2017-07-05	TA709	00214375	21:16:12	买	投机	4,874.000	2	48,740.00	 平	7.20	120.00	2017-07-05
2017-07-05	TA709	00214439	21:16:13	买	投机	4,874.000	6	146,220.00	 平	21.60	360.00	2017-07-05
2017-07-05	TA709	00214440	21:16:13	买	投机	4,874.000	6	146,220.00	 平	21.60	360.00	2017-07-05
2017-07-05	TA709	00214449	21:16:13	买	投机	4,874.000	12	292,440.00	开	43.20	--	2017-07-05
2017-07-05	TA709	00214516	21:16:13	买	投机	4,874.000	12	292,440.00	开	43.20	--	2017-07-05
2017-07-05	RB1710	00257482	21:30:00	 卖	投机	3,412.000	2	68,240.00	 平	8.19	1,960.00	2017-07-05
2017-07-05	RB1710	00257484	21:30:00	 卖	投机	3,412.000	1	34,120.00	 平	4.09	980.00	2017-07-05
2017-07-05	RB1710	00257485	21:30:00	 卖	投机	3,412.000	3	102,360.00	 平	12.28	2,940.00	2017-07-05
2017-07-05	RB1710	00257489	21:30:00	 卖	投机	3,412.000	2	68,240.00	 平	8.19	1,960.00	2017-07-05
2017-07-05	RB1710	00257491	21:30:00	 卖	投机	3,412.000	1	34,120.00	 平	4.09	890.00	2017-07-05
2017-07-05	RB1710	00257492	21:30:00	 卖	投机	3,412.000	1	34,120.00	 平	4.09	890.00	2017-07-05
2017-07-05	RB1710	00257493	21:30:00	 卖	投机	3,412.000	2	68,240.00	 平	8.19	1,780.00	2017-07-05
2017-07-05	P1709	10054113	21:30:01	 卖	投机	5,308.000	5	265,400.00	 平	15.00	-1,200.00	2017-07-05
2017-07-05	RB1710	00257975	21:30:04	 卖	投机	3,412.000	2	68,240.00	开	8.19	--	2017-07-05
2017-07-05	RB1710	00259287	21:30:19	 卖	投机	3,412.000	10	341,200.00	开	40.94	--	2017-07-05
2017-07-05	TA709	00358459	21:30:53	 卖	投机	4,872.000	12	292,320.00	 平	0.00	840.00	2017-07-05
2017-07-05	P1709	10054713	21:30:53	 卖	投机	5,308.000	5	265,400.00	开	15.00	--	2017-07-05
2017-07-05	TA709	00359346	21:30:57	 卖	投机	4,872.000	12	292,320.00	开	43.20	--	2017-07-05
2017-07-05	BU1709	00284041	21:35:33	买	投机	2,344.000	8	187,520.00	 平	22.50	1,600.00	2017-07-05
2017-07-05	BU1709	00284071	21:35:33	买	投机	2,344.000	8	187,520.00	 平	22.50	2,160.00	2017-07-05
2017-07-05	BU1709	00284072	21:35:33	买	投机	2,344.000	2	46,880.00	开	5.63	--	2017-07-05
2017-07-05	BU1709	00284073	21:35:33	买	投机	2,344.000	1	23,440.00	开	2.81	--	2017-07-05
2017-07-05	BU1709	00284074	21:35:33	买	投机	2,344.000	1	23,440.00	开	2.81	--	2017-07-05
2017-07-05	BU1709	00284075	21:35:33	买	投机	2,344.000	2	46,880.00	开	5.63	--	2017-07-05
2017-07-05	BU1709	00284076	21:35:33	买	投机	2,344.000	2	46,880.00	开	5.63	--	2017-07-05
2017-07-05	BU1709	00284081	21:35:33	买	投机	2,344.000	7	164,080.00	开	19.69	--	2017-07-05
2017-07-05	BU1709	00284082	21:35:33	买	投机	2,344.000	1	23,440.00	开	2.81	--	2017-07-05
2017-07-05	RB1710	00339681	21:48:33	买	投机	3,421.000	1	34,210.00	开	4.11	--	2017-07-05
2017-07-05	RB1710	00339682	21:48:33	买	投机	3,421.000	7	239,470.00	开	28.74	--	2017-07-05
2017-07-05	Y1709	10064296	21:53:33	买	投机	5,956.000	3	178,680.00	 平	9.00	1,560.00	2017-07-05
2017-07-05	Y1709	10064298	21:53:34	买	投机	5,956.000	3	178,680.00	开	9.00	--	2017-07-05
2017-07-05	Y1709	10064299	21:53:34	买	投机	5,956.000	3	178,680.00	 平	9.00	1,560.00	2017-07-05
2017-07-05	Y1709	10064300	21:53:34	买	投机	5,956.000	3	178,680.00	开	9.00	--	2017-07-05
2017-07-05	MA709	00566667	22:02:10	买	投机	2,379.000	8	190,320.00	 平	19.20	1,360.00	2017-07-05
2017-07-05	MA709	00566675	22:02:10	买	投机	2,379.000	1	23,790.00	 平	2.40	170.00	2017-07-05
2017-07-05	MA709	00566676	22:02:10	买	投机	2,379.000	1	23,790.00	 平	2.40	170.00	2017-07-05
2017-07-05	MA709	00566677	22:02:10	买	投机	2,379.000	5	118,950.00	 平	12.00	850.00	2017-07-05
2017-07-05	MA709	00566679	22:02:10	买	投机	2,379.000	1	23,790.00	 平	2.40	170.00	2017-07-05
2017-07-05	MA709	00566837	22:02:10	买	投机	2,379.000	8	190,320.00	开	19.20	--	2017-07-05
2017-07-05	MA709	00566849	22:02:11	买	投机	2,379.000	2	47,580.00	开	4.80	--	2017-07-05
2017-07-05	MA709	00566851	22:02:11	买	投机	2,379.000	6	142,740.00	开	14.40	--	2017-07-05
2017-07-05	RU1709	00487083	22:28:33	买	投机	12,850.000	1	128,500.00	开	6.94	--	2017-07-05
2017-07-05	RU1709	00487084	22:28:33	买	投机	12,850.000	1	128,500.00	开	6.94	--	2017-07-05
2017-07-05	BU1709	00522594	22:35:31	买	投机	2,344.000	8	187,520.00	 平	22.50	2,720.00	2017-07-05
